id,condition_id,question,title,description,market_slug,end_date_iso,game_start_time,question_id,tokens,outcomes,outcome_prices,volume,active,closed,archived,new,featured,category,tags,group_item_title,group_item_threshold
,0x0caf5c072f5abb4fe484b569949a9e414dc73d0d1af81be5effea1c2a48e4833,NFL Sunday: Cowboys vs. Commanders,,"In the upcoming NFL game scheduled for January 8, 2023:

If the Dallas Cowboys win, this market will resolve to ""Cowboys"".

If the Washington Commanders win, this market will resolve to ""Commanders"".

If this game ends in a tie, this market will resolve 50-50. If this game is not completed by January 16, 2023, 11:59:59 PM ET, this market will resolve 50-50.",nfl-sunday-cowboys-vs-commanders,2023-01-08T00:00:00Z,2023-01-08T21:25:00Z,0x1bdf08dc20298a9464e3b673682669564a3853f9fcdbf38dd027a7cdc5cb154e,"[{'token_id': '48479984676432677557122491017951160228301130784207804545419686276865000611799', 'outcome': 'Cowboys', 'price': 0, 'winner': False}, {'token_id': '2378343026668080329104976767517727241272432729431210934811362920156207029722', 'outcome': 'Commanders', 'price': 1, 'winner': False}]",,,,True,True,False,,,,['All'],,
,0x9c4d05a5b1cec55d56626ede111048cb6c43ec8e8c777f794b605d33be0c82ec,Will Morocco win the 2022 World Cup?,,"In Response to Trader Inquiry: This market may immediately resolve to “No” if the team is eliminated or otherwise has no path to victory based on the rules of the 2022 World Cup.

---------------------------------------------------------------------------------------------------------------

This market will resolve to ""Yes"" if Morocco is the Champion of FIFA World Cup Qatar 2022. Otherwise, this market will resolve to ""No"".

If no Champion of FIFA World Cup Qatar 2022 is declared by December 31, 2022, 11:59:59 PM ET, this market will resolve to 50-50.

The primary resolution source for this market will be official information from FIFA (e.g. https://www.fifa.com/fifaplus/en/tournaments/mens/worldcup/qatar2022/scores-fixtures), including official footage from the World Cup, however a consensus of credible reporting may also be used.",will-morocco-win-the-2022-world-cup,2022-12-18T00:00:00Z,,0xcf1433e753034fdae627356b9dcf18e20709ca67dcf61fb9f01195ae704fae76,"[{'token_id': '105045584662682185685970556727114212674702864314804848740433640162087194646657', 'outcome': 'Yes', 'price': 0.0003, 'winner': False}, {'token_id': '68611577922343702457318296073818808816474842546502335416540125778940444670828', 'outcome': 'No', 'price': 0.9997, 'winner': False}]",,,,True,True,False,,,,['All'],,
,0x7c97080dfbbe71bfa52ba51c82cb0cdfe47cd7b87842047c58647c8ff1d1fef4,Will the FDV of OpenSea's token 1 week after launch be above Blur's FDV?,,"This market will resolve to ""Yes"" if the Fully Diluted Valuation of OpenSea's token 1 week after launch is above Blur's. Otherwise, the market will resolve to ""No.""

""1 week after launch"" is defined as 12:00 PM ET, 7 days after it launches. For example, if the OpenSea token launches at 8 PM ET, March 15, then the FDV of OpenSea and Blur at 12:00 PM ET, March 22 will be used.

The resolution source for this market is CoinGecko, specifically the ""Fully Diluted Valuation"" metric. 1 week after OpenSea's token launch, OpenSea's FDV and Blur's FDV will be memorialized on the Polymarket market description here: https://polymarket.com/market/will-the-fdv-of-openseas-token-1-week-after-launch-be-above-blurs-fdv.

If OpenSea doesn't launch a token by December 31, 2023, 11:59:59 PM ET, this market will resolve to 50-50.",will-the-fdv-of-openseas-token-1-week-after-launch-be-above-blurs-fdv,2023-12-30T00:00:00Z,,0x826ba27153a68acc9c15bff95ec527610c82bd00703b1fa8145974b0b1562b20,"[{'token_id': '36161990524808999529099890841186860907449767867066339846328156147773282747583', 'outcome': 'Yes', 'price': 0.5, 'winner': False}, {'token_id': '88382165465289170402091181886889254434956734707438989610790870159465989274007', 'outcome': 'No', 'price': 0.5, 'winner': False}]",,,,True,True,False,,,,"['Crypto', 'opensea', 'token launch', 'blur', 'fdv', 'blockchain', 'Finance', 'trading', 'launch', 'All']",,
,0x0a4b8b76f33ac54d2c8b8a3be1ff97c10f60e290399f3479511cdbff7e52f109,NCAAB: Northwestern Wildcats vs. Boise State Broncos 2023-03-16,,"In the upcoming NCAAB game, scheduled for March 16 at 7:35 PM ET:

If the Northwestern Wildcats win, the market will resolve to “Northwestern”.

If the Boise State Broncos win, the market will resolve to “Boise State”.

 If the game is not completed by April 10, 2023 (11:59:59 PM ET), the market will resolve 50-50.",ncaab-nw-boise-2023-03-16,2023-03-16T00:00:00Z,2023-03-16T23:35:00Z,0x0b13d1218f1949504b86150ceb704140a43f727b63541bd9f4e5ded1fb9ba8f6,"[{'token_id': '80098328211164717098701569658505380603752881167966999370720535203120049228542', 'outcome': 'Northwestern', 'price': 1, 'winner': True}, {'token_id': '6607318331100856615617856356896174360248114215764086093132419913096029579019', 'outcome': 'Boise State', 'price': 0, 'winner': False}]",,,,True,True,False,,,,['All'],,
,0x21f17bea7b77e1b8b4ae36dfb734dcf69b375f755d2155462e812adc834eb10f,NBA: Orlando Magic vs. Miami Heat 2023-03-11,,"In the upcoming NBA game, scheduled for March 11 at 7:00 PM ET:

If the Orlando Magic win, the market will resolve to “Magic”.

If the Miami Heat win, the market will resolve to “Heat”.

 If the game is not completed by April 16, 2023 (11:59:59 PM ET), the market will resolve 50-50.",nba-orl-mia-2023-03-11,2023-03-11T00:00:00Z,2023-03-12T00:00:00Z,0x3e7d178d27db67e25091b556a20e5273904a765a983e7401c6273ed4ed01f905,"[{'token_id': '77341543221757407093591159792467953552062414205538819512883828232366911684579', 'outcome': 'Magic', 'price': 1, 'winner': True}, {'token_id': '69390232836210526036030411926625896428434534497764932073545025471029598441063', 'outcome': 'Heat', 'price': 0, 'winner': False}]",,,,True,True,False,,,,['All'],,
,,Will Newcastle beat Nottingham Forest? (03/17/2023),,"In the upcoming Premier League soccer match scheduled for March 17, 2023:

If Newcastle wins, this market will resolve to ""Yes"". Otherwise, this market will resolve to ""No"".

If the game results in a draw, the market resolves to ""No.""

If the game is not completed by March 31, 2023, the market will resolve to 50-50.",will-newcastle-beat-nottingham-forest-03172023,2023-03-17T00:00:00Z,2023-03-17T19:00:00Z,,"[{'token_id': '', 'outcome': '', 'price': 0, 'winner': False}, {'token_id': '', 'outcome': '', 'price': 0, 'winner': False}]",,,,False,False,True,,,,['All'],,
,0xf570dd1484dad512183817748d6507b17e16736ef91df40d05345e8e726f4df9,Super Bowl LVII Coin Toss: Heads or Tails?,,"This market will resolve to ""Heads"" if the coin comes up heads. This market will resolve to ""Tails"" if the coin comes up tails.

If this game is not completed by March 12, 2023, 11:59:59 PM ET, this market will resolve 50-50.

The primary resolution source for this market will be official information from the NFL and live footage from Super Bowl LVII, however a consensus of credible reporting may also be used.",super-bowl-lvii-coin-toss-heads-or-tails,2023-02-10T00:00:00Z,2023-02-12T23:30:00Z,0xd05f381deeb4a35b0a5fd76798a06143a5a96abc80f22aae0c6897fcef325741,"[{'token_id': '13109914525314007783369415104821535023801033353474231036967098629785285692162', 'outcome': 'Heads', 'price': 0.0009, 'winner': False}, {'token_id': '113528814845123801954085407107675128841064143464487037489866258250548055997029', 'outcome': 'Tails', 'price': 0.9991, 'winner': False}]",,,,True,True,False,,,,['All'],,
,0x7bb90b216f9686eeec780ca9cc89757080e613c3973ecfb64c7b6348d258ee1d,"Will Biden be impeached by June 30, 2023?",,"This market will resolve to “Yes“ if the US House of Representatives by simple majority vote to approve or pass one or more articles of impeachment of President Joseph Biden by June 30, 2023, 11:59:59 PM ET. Otherwise, this market will resolve to ""No"".

Neither trial nor conviction by the US Senate, nor removal from office, is necessary to resolve this market to “Yes“.

If President Joseph Biden for any reason ceases to be President of the United States before being impeached by June 30, 2023 11:59:59 PM ET, this market will resolve to ""No"".

The primary resolution source for this market will be information from the federal government of the United States, however a consensus of credible reporting will be used.",will-biden-be-impeached-by-june-30-2023,2023-06-30T00:00:00Z,,0x3efa1cf47f3393c3fb0cfcb11a22fe34bd15c1980dabcfc4dcd45630e109f480,"[{'token_id': '83397941921678775177683698896713734782694378595265047324995459758729944336733', 'outcome': 'Yes', 'price': 0, 'winner': False}, {'token_id': '54376193854027976185359139865055464685675647818930004480778101848362114898677', 'outcome': 'No', 'price': 1, 'winner': True}]",,,,True,True,False,,,,['All'],,
,0x21a48025e4d48ee40040edc5742a98a61343dcc3b66d372c07afe956d8bb41d9,NCAAB: Marquette Golden Eagles vs. Vermont Catamounts 2023-03-17,,"In the upcoming NCAAB game, scheduled for March 17 at 2:45 PM ET:

If the Marquette Golden Eagles win, the market will resolve to “Marquette”.

If the Vermont Catamounts win, the market will resolve to “Vermont”.

 If the game is not completed by April 10, 2023 (11:59:59 PM ET), the market will resolve 50-50.",ncaab-marq-uvm-2023-03-17,2023-03-17T00:00:00Z,2023-03-17T18:45:00Z,0x323ea74d9972ef61d63ecdb128db8a75d27d7fcc2f3f2ede590458e5a3eb934c,"[{'token_id': '83356202464627416311403216675016573159474659053039153348201608556304518577047', 'outcome': 'Marquette', 'price': 1, 'winner': True}, {'token_id': '102947891703513473416373186793552185631702855908131960282249234951361144139968', 'outcome': 'Vermont', 'price': 0, 'winner': False}]",,,,True,True,False,,,,['All'],,
,0x3dd748f11097f1f4fe8c1adb5344360fd3ec2f0492d5eff1f1f2f0a2c15b2bba,NBA: Spurs vs. Hawks (02/11/2023),,"In the upcoming NBA game, scheduled for February 11:

If the San Antonio Spurs win, the market will resolve to “Spurs”.

If the Atlanta Hawks win, the market will resolve to “Hawks”.

If this game is not completed by April 11, 2023 (11:59:59 PM ET), or is definitively cancelled before that date, this market will resolve 50-50.",nba-spurs-vs-hawks-02112023,2023-02-10T00:00:00Z,2023-02-12T00:30:00Z,0x3c34809d85f42519c77ed82f7b86ddeb67cd124fe129557180956c0ef032ba32,"[{'token_id': '81983093341191476262286143310663812867867275697167728942955235200118231569217', 'outcome': 'Spurs', 'price': 0, 'winner': False}, {'token_id': '18284392647815941035264138827427279305648882581745969633980766749963629113970', 'outcome': 'Hawks', 'price': 0, 'winner': False}]",,,,True,True,False,,,,['All'],,
,0xdef4297663a67c326bf3eba80f74eaf6de133e73649eb31fb2f9007b77a6c4db,NBA: Wizards vs. Pistons (02/01/2023),,"In the upcoming NBA game, scheduled for February 1:

If the Washington Wizards win, the market will resolve to “Wizards”.

If the Detroit Pistons win, the market will resolve to “Pistons”.

If this game is not completed by February 8, 2023 (11:59:59 PM ET), this market will resolve 50-50.",nba-wizards-vs-pistons-02012023,2023-02-01T00:00:00Z,2023-02-02T00:00:00Z,0x9087b0f7ecd310679325020f8e20ec60b034939a8614edc64c87b136ba52840e,"[{'token_id': '99560205050468630605733531253970693390389883242407639061855702452844865650446', 'outcome': 'Wizards', 'price': 0.5836, 'winner': False}, {'token_id': '107955480110052033110246745496872269905396859894479319446315236006108307643567', 'outcome': 'Pistons', 'price': 0.4164, 'winner': False}]",,,,True,True,False,,,,['All'],,
,0x8715043d46e61f2540e5d63288582a21ffe8ed735ac566211683802624de3a05,"Will Rihanna's first song of the Super Bowl LVII Halftime Show be ""Diamonds""?",,"Super Bowl LVII is the championship game of the 2022-2023 National Football League season. It is scheduled to take place at State Farm Stadium in Glendale, Arizona, USA.

This market will resolve to ""Yes"" if Rihanna's first song of the Super Bowl LVII Halftime Show is ""Diamonds"". Otherwise, this market will resolve to ""No"".

If this game's halftime show is not completed by March 12, 2023, 11:59:59 PM ET, this market will resolve 50-50.

The primary resolution source for this market will be official information from the NFL and live footage from Super Bowl LVII, however a consensus of credible reporting may also be used.",will-rihannas-first-song-of-the-super-bowl-lvii-halftime-show-be-diamonds,2023-02-10T00:00:00Z,2023-02-12T23:30:00Z,0xd53a837cfe01379040b3c459d2265df6075359596aabae617460eab26ee3d1f0,"[{'token_id': '20665929052353072937598277467925056741715448248602136210995928171550484153000', 'outcome': 'Yes', 'price': 0.0012, 'winner': False}, {'token_id': '106929547166703607828459627041878197823020003915292162458264870868342231274626', 'outcome': 'No', 'price': 0.9988, 'winner': False}]",,,,True,True,False,,,,['All'],,
,0xb6bfd32d4bda09062c8b08ef96303e4eda268d12e3e38167be89cae981aaf10e,UFC 285: Will there be at least 4 finishes on the main card?,,"UFC 285 is an upcoming mixed martial arts event produced by the Ultimate Fighting Championship that is scheduled to take place on March 4, 2023, at the  at the T-Mobile Arena in Las Vegas, USA.

This is a market on whether there will be at least 4 wins by finish on the main card of UFC 285. To ""win by finish"" means winning by KO/TKO/disqualification, submission, or any other form of stoppage. Any decision made by the judges will not count as a finish.

This market will resolve to “Yes” if at least 4 bouts on the UFC 285 main card are won by finish. Otherwise, this market will resolve to ""No"".

If for any reason fewer than 4 main card matches are scored, are postponed until after March 11, 2023 11:59:59 PM ET, or are otherwise cancelled, this market will resolve 50-50.",ufc-285-will-there-be-at-least-4-finishes-on-the-main-card,2023-03-04T00:00:00Z,2023-03-05T03:00:00Z,0x675475972aa160749bf8b307b45d8a08e1a530f0db939222c03611504bd5fc12,"[{'token_id': '24806967269961134085817758331029446915784087112300653098344902811527429507155', 'outcome': 'Yes', 'price': 1, 'winner': True}, {'token_id': '56702292413584266377453564457874233264659011821660766907601705935286811447494', 'outcome': 'No', 'price': 0, 'winner': False}]",,,,True,True,False,,,,['All'],,
,0xec8ac7ee6c07430720d094add42b65f9bb58eee4d50cf871eb283683266f0ce1,Will Wesley So win the WR Chess Masters?,,"The WR Chess Masters 2023 is scheduled to take place February 15-26 at the Hyatt Regency Dusseldorf in Germany. The tournament brings together 10 of the world's strongest players for a round-robin tournament.

This market will resolve to ""Yes"" if chess grandmaster Wesley So wins the WR Chess Masters 2023. Otherwise, this market will resolve to ""No"".

If it can be definitively determined at any point that Wesley So will not be the winner of the WR Chess Masters 2023 based on the rules of the tournament, this market may immediately resolve to ""No"".

If for any reason the tournament is cancelled or rescheduled to an end date after March 26, 2023, this market will resolve 50-50.

The primary resolution source for this market will be the official information from the WR Chess Masters including footage from the tournament (which will be streamed here: https://wr-chess.com/live/), however a consensus of other credible sources may be used.",will-wesley-so-win-the-wr-chess-masters,2023-02-26T00:00:00Z,,0x3d0cb592547917d86510458b6f4d0c476ad4fe164d8ab822a8240119ddfb995f,"[{'token_id': '39289679472414837821583732143216494588121212380555769760833586790049952727976', 'outcome': 'Yes', 'price': 0.0012, 'winner': False}, {'token_id': '36387808287602434226612007330135789007725538245981525016309108634783203631228', 'outcome': 'No', 'price': 0.9988, 'winner': False}]",,,,True,True,False,,,,['All'],,
,0xfe773f8e17ec4e757faf70567f2d85644e3611f2748392f46bb9329877db6025,Will Miles Sanders have the most rushing yards of any player in Super Bowl LVII?,,"Super Bowl LVII is the championship game of the 2022-2023 National Football League season. It is scheduled to take place at State Farm Stadium in Glendale, Arizona, USA.

This market will resolve to ""Yes"" if runningback for the Philadelphia Eagles Miles Sanders accrues the most rushing yards of any player in Super Bowl LVII. Otherwise, this market will resolve to ""No"".

If he ties for most, the market still resolves to ""Yes.""

If this game is not completed by March 12, 2023, 11:59:59 PM ET, this market will resolve 50-50.

The primary resolution source for this market will be official information from the NFL and live footage from Super Bowl LVII, however a consensus of credible reporting may also be used.",will-miles-sanders-have-the-most-rushing-yards-of-any-player-in-super-bowl-lvii,2023-02-10T00:00:00Z,2023-02-12T23:30:00Z,0x19458046ba937c7ed5337506b3be88d870a7e77301d58fd1d1ed107eabe0f322,"[{'token_id': '14864690048411863509864136642933020552751693168334543712606679003596269883303', 'outcome': 'Yes', 'price': 0.001, 'winner': False}, {'token_id': '95019595154428293752475899296509768331943601973228932676304797915193188085688', 'outcome': 'No', 'price': 0.999, 'winner': False}]",,,,True,True,False,,,,['All'],,
,,Will a mugshot of Donald Trump be released by a state or federal law enforcement agency by June 30?,,"This market will resolve to ""Yes"" if any state or federal law enforcement agency in the United States of America releases a mugshot of former President Donald J. Trump by June 30, 2023, 11:59:59 PM ET. Otherwise, this market will resolve to ""No"".

The primary resolution source for this market will be official information from a state or federal agency of the USA, however a consensus of credible reporting will also be used.",will-a-mugshot-of-donald-trump-be-released-by-a-state-or-federal-law-enforcement-agency-by-june-30,,,,"[{'token_id': '', 'outcome': '', 'price': 0, 'winner': False}, {'token_id': '', 'outcome': '', 'price': 0, 'winner': False}]",,,,False,False,True,,,,['All'],,
,0x857a86fa89e7534937514bfc0eefc6fd8b8afc407a45826c24a6e29a9e8d6d7d,NBA: San Antonio Spurs vs. Atlanta Hawks 2023-03-19,,"In the upcoming NBA game, scheduled for March 19 at 4:00 PM ET:

If the San Antonio Spurs win, the market will resolve to “Spurs”.

If the Atlanta Hawks win, the market will resolve to “Hawks”.

 If the game is not completed by April 16, 2023 (11:59:59 PM ET), the market will resolve 50-50.",nba-sa-atl-2023-03-19,2023-03-19T00:00:00Z,2023-03-19T20:00:00Z,0x47b02dadc0d1e50008f778ac82a0d6adb6137ff12d2868deea4617e6459269ab,"[{'token_id': '14876440562044344867128037009344638697585053779240668460423113113427763727243', 'outcome': 'Spurs', 'price': 1, 'winner': True}, {'token_id': '80801530385980668654657009408825191926002707121931789409409023842899491875667', 'outcome': 'Hawks', 'price': 0, 'winner': False}]",,,,True,True,False,,,,['All'],,
,0x774f5c5c25f80dc03ad5aada57dd679e79e99ddc27ca1e18440c19b0082da427,NBA: Jazz vs. Knicks (02/11/2023),,"In the upcoming NBA game, scheduled for February 11:

If the Utah Jazz win, the market will resolve to “Jazz”.

If the New York Knicks win, the market will resolve to “Knicks”.

If this game is not completed by April 11, 2023 (11:59:59 PM ET), or is definitively cancelled before that date, this market will resolve 50-50.",nba-jazz-vs-knicks-02112023,2023-02-10T00:00:00Z,2023-02-12T00:30:00Z,0xaa7dc294a4a068c5ab37efa2a5b3013243977287c1a958f23154ea2a9f5e1fdf,"[{'token_id': '43158910816044834978559493505015343723013202703172364548378828046523764499263', 'outcome': 'Jazz', 'price': 0, 'winner': False}, {'token_id': '8980012174732927748522461611094437838101992076768855387074494996053317327238', 'outcome': 'Knicks', 'price': 1, 'winner': True}]",,,,True,True,False,,,,['All'],,
